station,frequency,year,url,dest
22217,daily,1996,https://data.meteostat.net/daily/1996/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1996\22217.csv.gz
22217,daily,1997,https://data.meteostat.net/daily/1997/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1997\22217.csv.gz
22217,daily,1998,https://data.meteostat.net/daily/1998/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1998\22217.csv.gz
22217,daily,1999,https://data.meteostat.net/daily/1999/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\1999\22217.csv.gz
22217,daily,2000,https://data.meteostat.net/daily/2000/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\2000\22217.csv.gz
22217,daily,2001,https://data.meteostat.net/daily/2001/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\2001\22217.csv.gz
22217,daily,2002,https://data.meteostat.net/daily/2002/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\2002\22217.csv.gz
22217,daily,2003,https://data.meteostat.net/daily/2003/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\2003\22217.csv.gz
22217,daily,2004,https://data.meteostat.net/daily/2004/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\2004\22217.csv.gz
22217,daily,2005,https://data.meteostat.net/daily/2005/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\2005\22217.csv.gz
22217,daily,2006,https://data.meteostat.net/daily/2006/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\2006\22217.csv.gz
22217,daily,2007,https://data.meteostat.net/daily/2007/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\2007\22217.csv.gz
22217,daily,2008,https://data.meteostat.net/daily/2008/22217.csv.gz,C:\Users\LL1urace\OneDrive\Рабочий стол\meteostat_bulk_downloader_pack\meteostat_arctic_20_daily_monthly\daily\2008\22217.csv.gz
